media_id,file_name,relative_path,captured_date,captured_time,media_type,component_group,specific_component,stage,observed_state,confidence,tags,notes
20260331_224442,20260331_224442.jpg,photos/20260331_224442.jpg,2026-03-31,22:44:42,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224443_gp_jlw6aFUw,20260331_224443_gp_jlw6aFUw.jpg,photos/20260331_224443_gp_jlw6aFUw.jpg,2026-03-31,22:44:43,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224445,20260331_224445.jpg,photos/20260331_224445.jpg,2026-03-31,22:44:45,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224446_gp_jOLZmudg,20260331_224446_gp_jOLZmudg.jpg,photos/20260331_224446_gp_jOLZmudg.jpg,2026-03-31,22:44:46,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224452,20260331_224452.jpg,photos/20260331_224452.jpg,2026-03-31,22:44:52,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224452_gp_VuNHBwZg,20260331_224452_gp_VuNHBwZg.jpg,photos/20260331_224452_gp_VuNHBwZg.jpg,2026-03-31,22:44:52,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224459,20260331_224459.jpg,photos/20260331_224459.jpg,2026-03-31,22:44:59,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224501_gp_FLnTBhyQ,20260331_224501_gp_FLnTBhyQ.jpg,photos/20260331_224501_gp_FLnTBhyQ.jpg,2026-03-31,22:45:01,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224905,20260331_224905.jpg,photos/20260331_224905.jpg,2026-03-31,22:49:05,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224906_gp_kNRreMwg,20260331_224906_gp_kNRreMwg.jpg,photos/20260331_224906_gp_kNRreMwg.jpg,2026-03-31,22:49:06,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224908,20260331_224908.jpg,photos/20260331_224908.jpg,2026-03-31,22:49:08,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224909_gp_ybAujInw,20260331_224909_gp_ybAujInw.jpg,photos/20260331_224909_gp_ybAujInw.jpg,2026-03-31,22:49:09,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224911,20260331_224911.jpg,photos/20260331_224911.jpg,2026-03-31,22:49:11,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224912_gp_ERzrS6gQ,20260331_224912_gp_ERzrS6gQ.jpg,photos/20260331_224912_gp_ERzrS6gQ.jpg,2026-03-31,22:49:12,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224927_gp_5hlhjfyg,20260331_224927_gp_5hlhjfyg.jpg,photos/20260331_224927_gp_5hlhjfyg.jpg,2026-03-31,22:49:27,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224936,20260331_224936.jpg,photos/20260331_224936.jpg,2026-03-31,22:49:36,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_224938_gp_1XY68LJw,20260331_224938_gp_1XY68LJw.jpg,photos/20260331_224938_gp_1XY68LJw.jpg,2026-03-31,22:49:38,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_231205,20260331_231205.mp4,photos/20260331_231205.mp4,2026-03-31,23:12:05,video,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_231214_gp_cunhnl9w,20260331_231214_gp_cunhnl9w.mp4,photos/20260331_231214_gp_cunhnl9w.mp4,2026-03-31,23:12:14,video,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_232826,20260331_232826.jpg,photos/20260331_232826.jpg,2026-03-31,23:28:26,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_232827_gp_k7WmKFhA,20260331_232827_gp_k7WmKFhA.jpg,photos/20260331_232827_gp_k7WmKFhA.jpg,2026-03-31,23:28:27,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_232832,20260331_232832.jpg,photos/20260331_232832.jpg,2026-03-31,23:28:32,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_232834_gp_U8M9rGvg,20260331_232834_gp_U8M9rGvg.jpg,photos/20260331_232834_gp_U8M9rGvg.jpg,2026-03-31,23:28:34,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_233445,20260331_233445.jpg,photos/20260331_233445.jpg,2026-03-31,23:34:45,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260331_233447_gp_OcbgUcIA,20260331_233447_gp_OcbgUcIA.jpg,photos/20260331_233447_gp_OcbgUcIA.jpg,2026-03-31,23:34:47,photo,chassis_underside,frame_floor_underside_and_lines,underside_inspection,inspection_in_progress,high,frame|underside|floor,
20260401_111029_gp_6ebGjXdw,20260401_111029_gp_6ebGjXdw.jpg,photos/20260401_111029_gp_6ebGjXdw.jpg,2026-04-01,11:10:29,photo,documentation_reference,handwritten_notes,reference_material,reference_only,high,notes|reference,
20260401_121730,20260401_121730.jpg,photos/20260401_121730.jpg,2026-04-01,12:17:30,photo,documentation_reference,handwritten_notes,reference_material,reference_only,high,notes|reference,
20260401_121730_gp_Kjg7RE4g,20260401_121730_gp_Kjg7RE4g.jpg,photos/20260401_121730_gp_Kjg7RE4g.jpg,2026-04-01,12:17:30,photo,documentation_reference,handwritten_notes,reference_material,reference_only,high,notes|reference,
20260403_004136,20260403_004136.jpg,photos/20260403_004136.jpg,2026-04-03,00:41:36,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_004136_gp_K59gVoXw,20260403_004136_gp_K59gVoXw.jpg,photos/20260403_004136_gp_K59gVoXw.jpg,2026-04-03,00:41:36,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_004142,20260403_004142.jpg,photos/20260403_004142.jpg,2026-04-03,00:41:42,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_004142_gp_2wmxtb3A,20260403_004142_gp_2wmxtb3A.jpg,photos/20260403_004142_gp_2wmxtb3A.jpg,2026-04-03,00:41:42,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_004145,20260403_004145.jpg,photos/20260403_004145.jpg,2026-04-03,00:41:45,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_004146_gp_eN3BHWzQ,20260403_004146_gp_eN3BHWzQ.jpg,photos/20260403_004146_gp_eN3BHWzQ.jpg,2026-04-03,00:41:46,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005051,20260403_005051.jpg,photos/20260403_005051.jpg,2026-04-03,00:50:51,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005052_gp_F1otrVZA,20260403_005052_gp_F1otrVZA.jpg,photos/20260403_005052_gp_F1otrVZA.jpg,2026-04-03,00:50:52,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005101,20260403_005101.jpg,photos/20260403_005101.jpg,2026-04-03,00:51:01,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005102_gp_5ND0cbQA,20260403_005102_gp_5ND0cbQA.jpg,photos/20260403_005102_gp_5ND0cbQA.jpg,2026-04-03,00:51:02,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005107,20260403_005107.jpg,photos/20260403_005107.jpg,2026-04-03,00:51:07,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005109_gp_ffAv1oWQ,20260403_005109_gp_ffAv1oWQ.jpg,photos/20260403_005109_gp_ffAv1oWQ.jpg,2026-04-03,00:51:09,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005113,20260403_005113.jpg,photos/20260403_005113.jpg,2026-04-03,00:51:13,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_005114_gp_muIt66Fw,20260403_005114_gp_muIt66Fw.jpg,photos/20260403_005114_gp_muIt66Fw.jpg,2026-04-03,00:51:14,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_195524,20260403_195524.jpg,photos/20260403_195524.jpg,2026-04-03,19:55:24,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_195524_gp_vSsn2KuA,20260403_195524_gp_vSsn2KuA.jpg,photos/20260403_195524_gp_vSsn2KuA.jpg,2026-04-03,19:55:24,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_202319,20260403_202319.jpg,photos/20260403_202319.jpg,2026-04-03,20:23:19,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_202319_gp_dmuZGYEg,20260403_202319_gp_dmuZGYEg.jpg,photos/20260403_202319_gp_dmuZGYEg.jpg,2026-04-03,20:23:19,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_202907,20260403_202907.jpg,photos/20260403_202907.jpg,2026-04-03,20:29:07,photo,documentation_reference,electrical_reference_document,reference_material,reference_only,high,electrical|documentation,
20260403_202907_gp_CBoVlGVQ,20260403_202907_gp_CBoVlGVQ.jpg,photos/20260403_202907_gp_CBoVlGVQ.jpg,2026-04-03,20:29:07,photo,documentation_reference,electrical_reference_document,reference_material,reference_only,high,electrical|documentation,
20260403_202920,20260403_202920.jpg,photos/20260403_202920.jpg,2026-04-03,20:29:20,photo,documentation_reference,electrical_wiring_diagram,reference_material,reference_only,high,electrical|diagram,
20260403_202920_gp_WmvduRvQ,20260403_202920_gp_WmvduRvQ.jpg,photos/20260403_202920_gp_WmvduRvQ.jpg,2026-04-03,20:29:20,photo,documentation_reference,electrical_wiring_diagram,reference_material,reference_only,high,electrical|diagram,
20260403_204222,20260403_204222.jpg,photos/20260403_204222.jpg,2026-04-03,20:42:22,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_204223_gp_TuNmq2PA,20260403_204223_gp_TuNmq2PA.jpg,photos/20260403_204223_gp_TuNmq2PA.jpg,2026-04-03,20:42:23,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_205909,20260403_205909.jpg,photos/20260403_205909.jpg,2026-04-03,20:59:09,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_205909_gp_BdIDB36A,20260403_205909_gp_BdIDB36A.jpg,photos/20260403_205909_gp_BdIDB36A.jpg,2026-04-03,20:59:09,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_210548,20260403_210548.jpg,photos/20260403_210548.jpg,2026-04-03,21:05:48,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_210548_gp_lQR2yH2Q,20260403_210548_gp_lQR2yH2Q.jpg,photos/20260403_210548_gp_lQR2yH2Q.jpg,2026-04-03,21:05:48,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_234817,20260403_234817.jpg,photos/20260403_234817.jpg,2026-04-03,23:48:17,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260403_234817_gp_83HD1ieg,20260403_234817_gp_83HD1ieg.jpg,photos/20260403_234817_gp_83HD1ieg.jpg,2026-04-03,23:48:17,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_040022,20260404_040022.jpg,photos/20260404_040022.jpg,2026-04-04,04:00:22,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_040022_gp_E6EzzfuQ,20260404_040022_gp_E6EzzfuQ.jpg,photos/20260404_040022_gp_E6EzzfuQ.jpg,2026-04-04,04:00:22,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_095833_gp_S7uQMzXA,20260404_095833_gp_S7uQMzXA.jpg,photos/20260404_095833_gp_S7uQMzXA.jpg,2026-04-04,09:58:33,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_095838_gp_oiOOHmHA,20260404_095838_gp_oiOOHmHA.jpg,photos/20260404_095838_gp_oiOOHmHA.jpg,2026-04-04,09:58:38,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_192608,20260404_192608.jpg,photos/20260404_192608.jpg,2026-04-04,19:26:08,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_192608_gp_GvlqkRrw,20260404_192608_gp_GvlqkRrw.jpg,photos/20260404_192608_gp_GvlqkRrw.jpg,2026-04-04,19:26:08,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_192614,20260404_192614.jpg,photos/20260404_192614.jpg,2026-04-04,19:26:14,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_192618,20260404_192618.jpg,photos/20260404_192618.jpg,2026-04-04,19:26:18,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260404_192619_gp_jsR1m0RQ,20260404_192619_gp_jsR1m0RQ.jpg,photos/20260404_192619_gp_jsR1m0RQ.jpg,2026-04-04,19:26:19,photo,procurement_inventory,wiring_harness_and_fuse_distribution,procurement_reconciliation,bench_prep,high,wiring|fuse_box|connectors|package|part_numbers,
20260405_010322,20260405_010322.jpg,photos/20260405_010322.jpg,2026-04-05,01:03:22,photo,procurement_inventory,fuse_distribution_and_wiring,procurement_reconciliation,bench_prep,high,wiring|fuse_box|package|part_numbers,
20260405_010322_gp_0chs4MQg,20260405_010322_gp_0chs4MQg.jpg,photos/20260405_010322_gp_0chs4MQg.jpg,2026-04-05,01:03:22,photo,procurement_inventory,fuse_distribution_and_wiring,procurement_reconciliation,bench_prep,high,wiring|fuse_box|package|part_numbers,
20260405_234541,20260405_234541.jpg,photos/20260405_234541.jpg,2026-04-05,23:45:41,photo,chassis_underside,rear_frame_crossmember_and_mounts,underside_inspection,inspection_in_progress,high,frame|crossmember|mounts,
20260405_234542_gp_hucEa1CQ,20260405_234542_gp_hucEa1CQ.jpg,photos/20260405_234542_gp_hucEa1CQ.jpg,2026-04-05,23:45:42,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234546,20260405_234546.jpg,photos/20260405_234546.jpg,2026-04-05,23:45:46,photo,chassis_underside,body_mount_and_crossmember_detail,underside_inspection,inspection_in_progress,high,body_mount|crossmember|underside,
20260405_234547_gp_3iX5cWQQ,20260405_234547_gp_3iX5cWQQ.jpg,photos/20260405_234547_gp_3iX5cWQQ.jpg,2026-04-05,23:45:47,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234652,20260405_234652.jpg,photos/20260405_234652.jpg,2026-04-05,23:46:52,photo,body_floor,floor_seam_and_body_mount_rust,rust_assessment,corrosion_visible,high,floor|seam|rust,
20260405_234654_gp_P3KYxxIA,20260405_234654_gp_P3KYxxIA.jpg,photos/20260405_234654_gp_P3KYxxIA.jpg,2026-04-05,23:46:54,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234802,20260405_234802.jpg,photos/20260405_234802.jpg,2026-04-05,23:48:02,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234811,20260405_234811.jpg,photos/20260405_234811.jpg,2026-04-05,23:48:11,photo,chassis_underside,rear_shock_and_crossmember_view,underside_inspection,inspection_in_progress,high,shock|crossmember|underside,
20260405_234812_gp_twNBeWvQ,20260405_234812_gp_twNBeWvQ.jpg,photos/20260405_234812_gp_twNBeWvQ.jpg,2026-04-05,23:48:12,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234839,20260405_234839.jpg,photos/20260405_234839.jpg,2026-04-05,23:48:39,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260405_234840_gp_IoFfvLNw,20260405_234840_gp_IoFfvLNw.jpg,photos/20260405_234840_gp_IoFfvLNw.jpg,2026-04-05,23:48:40,photo,chassis_underside,frame_and_mount_points,underside_inspection,inspection_in_progress,medium,frame|mounts|underside,
20260406_030839_gp_VYKBhRNA,20260406_030839_gp_VYKBhRNA.jpg,photos/20260406_030839_gp_VYKBhRNA.jpg,2026-04-06,03:08:39,photo,chassis_underside,steering_and_suspension_linkages,underside_inspection,inspection_in_progress,high,steering|suspension|underside,
20260406_030955,20260406_030955.jpg,photos/20260406_030955.jpg,2026-04-06,03:09:55,photo,chassis_underside,steering_and_suspension_linkages,underside_inspection,inspection_in_progress,high,steering|suspension|underside,
20260406_030958_gp_Zt93jqLQ,20260406_030958_gp_Zt93jqLQ.jpg,photos/20260406_030958_gp_Zt93jqLQ.jpg,2026-04-06,03:09:58,photo,chassis_underside,steering_and_suspension_linkages,underside_inspection,inspection_in_progress,high,steering|suspension|underside,
20260406_031010,20260406_031010.jpg,photos/20260406_031010.jpg,2026-04-06,03:10:10,photo,chassis_underside,steering_and_suspension_linkages,underside_inspection,inspection_in_progress,high,steering|suspension|underside,
20260406_031013_gp_Rlzc9rXQ,20260406_031013_gp_Rlzc9rXQ.jpg,photos/20260406_031013_gp_Rlzc9rXQ.jpg,2026-04-06,03:10:13,photo,chassis_underside,steering_and_suspension_linkages,underside_inspection,inspection_in_progress,high,steering|suspension|underside,
20260408_211754,20260408_211754.jpg,photos/20260408_211754.jpg,2026-04-08,21:17:54,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_211756_gp_UFEU6uIA,20260408_211756_gp_UFEU6uIA.jpg,photos/20260408_211756_gp_UFEU6uIA.jpg,2026-04-08,21:17:56,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_211804,20260408_211804.jpg,photos/20260408_211804.jpg,2026-04-08,21:18:04,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_211806_gp_TbbCJsoQ,20260408_211806_gp_TbbCJsoQ.jpg,photos/20260408_211806_gp_TbbCJsoQ.jpg,2026-04-08,21:18:06,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_211812,20260408_211812.jpg,photos/20260408_211812.jpg,2026-04-08,21:18:12,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_211814_gp_hJ3szRKQ,20260408_211814_gp_hJ3szRKQ.jpg,photos/20260408_211814_gp_hJ3szRKQ.jpg,2026-04-08,21:18:14,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_212832,20260408_212832.jpg,photos/20260408_212832.jpg,2026-04-08,21:28:32,photo,window_hardware,rear_hatch_window_latch_mechanisms,hardware_refinish,refinished_off_vehicle,high,window|latch|mechanism|rear_hatch|refinished|post_paint,Post-paint returned rear hatch/window hardware detail.
20260408_212835_gp_nwY1TOwQ,20260408_212835_gp_nwY1TOwQ.jpg,photos/20260408_212835_gp_nwY1TOwQ.jpg,2026-04-08,21:28:35,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_212839,20260408_212839.jpg,photos/20260408_212839.jpg,2026-04-08,21:28:39,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_212841_gp_y9GxLOZg,20260408_212841_gp_y9GxLOZg.jpg,photos/20260408_212841_gp_y9GxLOZg.jpg,2026-04-08,21:28:41,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_212846,20260408_212846.jpg,photos/20260408_212846.jpg,2026-04-08,21:28:46,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260408_212849_gp_VJjse8gw,20260408_212849_gp_VJjse8gw.jpg,photos/20260408_212849_gp_VJjse8gw.jpg,2026-04-08,21:28:49,photo,removable_panels,detached_body_panels_and_doors,hardware_refinish,refinished_off_vehicle,high,doors|body_panels|refinished|post_paint,Post-paint returned panel/door set.
20260410_013927,20260410_013927.jpg,photos/20260410_013927.jpg,2026-04-10,01:39:27,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_013928_gp_rqj3LuUw,20260410_013928_gp_rqj3LuUw.jpg,photos/20260410_013928_gp_rqj3LuUw.jpg,2026-04-10,01:39:28,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_022406,20260410_022406.jpg,photos/20260410_022406.jpg,2026-04-10,02:24:06,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_022406_gp_WYXg14Mg,20260410_022406_gp_WYXg14Mg.jpg,photos/20260410_022406_gp_WYXg14Mg.jpg,2026-04-10,02:24:06,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031722,20260410_031722.jpg,photos/20260410_031722.jpg,2026-04-10,03:17:22,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031723_gp_NA7IGHnA,20260410_031723_gp_NA7IGHnA.jpg,photos/20260410_031723_gp_NA7IGHnA.jpg,2026-04-10,03:17:23,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031735,20260410_031735.jpg,photos/20260410_031735.jpg,2026-04-10,03:17:35,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031735_gp_kiTH5tGA,20260410_031735_gp_kiTH5tGA.jpg,photos/20260410_031735_gp_kiTH5tGA.jpg,2026-04-10,03:17:35,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031744,20260410_031744.jpg,photos/20260410_031744.jpg,2026-04-10,03:17:44,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031744_gp_30vw5Qdg,20260410_031744_gp_30vw5Qdg.jpg,photos/20260410_031744_gp_30vw5Qdg.jpg,2026-04-10,03:17:44,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031815,20260410_031815.jpg,photos/20260410_031815.jpg,2026-04-10,03:18:15,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_031816_gp_cR0vVAUg,20260410_031816_gp_cR0vVAUg.jpg,photos/20260410_031816_gp_cR0vVAUg.jpg,2026-04-10,03:18:16,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_152224,20260410_152224.jpg,photos/20260410_152224.jpg,2026-04-10,15:22:24,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_152224_gp_Si6xm2xQ,20260410_152224_gp_Si6xm2xQ.jpg,photos/20260410_152224_gp_Si6xm2xQ.jpg,2026-04-10,15:22:24,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
20260410_152230,20260410_152230.jpg,photos/20260410_152230.jpg,2026-04-10,15:22:30,photo,procurement_inventory,wiring_harness_and_connectors,procurement_reconciliation,bench_prep,high,wiring|connectors|loom|package|part_numbers,
